,age,expenses,financial_status,experience,estimated_period,unwilling_toAccept,scenario,sum_scores,salary
2263,4,4,3,6,3,4,2,4,13719818
2264,1,1,1,1,1,1,1,1,59606916
2265,1,1,4,7,1,4,3,3,60875721
2266,1,1,1,1,4,4,1,2,97955212
2267,2,3,3,2,4,3,3,3,53881707
2268,1,3,1,6,2,2,4,3,94433858
2269,3,1,4,2,1,3,2,3,23488034
2270,4,4,1,5,1,1,4,3,6942788
2271,4,4,4,8,4,4,4,5,13819843
2272,4,3,1,4,2,1,3,3,80028979
2273,1,3,3,2,4,1,2,3,14932298
2274,3,1,1,7,4,4,2,4,69587708
2275,4,2,1,5,1,1,3,3,18658321
2276,2,3,2,3,2,4,1,3,70419447
2277,2,4,2,5,3,4,2,4,23370228
2278,1,4,4,8,4,3,2,4,73313151
2279,4,4,3,6,3,2,2,4,12019799
2280,1,1,1,1,1,1,1,1,38009863
2281,1,1,1,1,1,1,1,1,2795548
2282,2,3,3,7,1,3,3,4,34416941
2283,3,4,4,1,4,1,1,3,46552237
2284,3,2,2,3,4,1,2,3,81951971
2285,3,1,4,1,1,3,3,3,80261950
2286,1,2,4,8,1,2,2,3,98207985
2287,2,3,3,3,2,2,1,3,25246316
2288,3,2,2,8,3,2,3,4,86301478
2289,4,1,1,3,4,3,2,3,60034066
2290,4,3,4,1,2,1,2,3,16473082
2291,1,2,3,6,3,4,1,3,21733351
2292,1,1,1,1,1,1,1,1,78098518
2293,4,1,4,4,4,1,1,3,25588307
2294,1,4,4,1,4,2,3,3,83866670
2295,2,1,3,8,2,4,2,4,83434627
2296,3,3,3,7,1,4,4,4,46025954
2297,1,1,1,1,1,1,1,1,38359004
2298,4,4,4,5,4,4,4,5,55671862
2299,2,1,4,5,3,1,3,3,38419026
2300,1,4,3,7,1,2,4,4,94569335
2301,2,3,2,1,4,1,4,3,75794373
2302,1,1,1,1,1,1,1,1,93170316
2303,1,1,1,1,1,1,1,1,35814907
2304,4,1,3,1,3,3,1,3,49790597
2305,3,1,1,5,3,3,1,3,7089665
2306,1,1,1,1,1,1,1,1,47127103
2307,4,4,4,7,4,4,4,5,25588006
2308,3,4,3,8,4,4,1,5,41867741
2309,3,4,3,5,1,3,2,3,89181521
2310,1,2,4,5,3,1,2,3,64205845
2311,4,2,1,6,2,2,1,3,3426263
2312,4,3,2,1,3,4,2,3,3255237
2313,2,2,4,8,1,2,1,3,28839506
2314,3,3,4,5,3,3,1,4,62363454
2315,2,4,3,1,1,3,1,2,39669207
2316,4,2,4,8,3,2,3,4,43913708
2317,1,1,1,1,1,1,1,1,69510051
2318,2,4,4,1,1,2,3,3,32509282
2319,1,1,1,1,1,1,1,1,25857951
2320,2,4,2,2,1,2,4,3,12570011
2321,3,4,1,5,3,1,2,3,40374112
2322,4,4,2,3,4,2,4,4,24209213
2323,3,1,3,3,4,3,1,3,95105166
2324,3,4,1,5,1,3,4,3,3209801
2325,4,4,3,7,4,4,3,5,56354282
2326,4,2,2,5,3,2,2,3,88434390
2327,1,2,3,2,4,2,1,2,39630382
2328,2,1,3,2,2,3,3,3,74414396
2329,3,1,2,4,2,1,3,3,12425532
2330,4,4,4,8,2,3,3,5,12151135
2331,1,3,4,6,1,3,4,4,49353112
2332,1,1,1,1,1,1,1,1,88514902
2333,4,1,1,1,2,4,1,2,73048438
2334,4,1,1,8,3,2,1,3,85530696
2335,3,3,1,3,1,1,3,2,19439473
2336,2,4,1,7,4,4,3,4,93953335
2337,4,2,2,8,2,2,4,4,63749384
2338,3,2,3,8,4,2,2,4,59682700
2339,2,4,1,4,1,1,3,3,35012196
2340,4,1,2,8,2,4,3,4,59616180
2341,1,1,1,1,1,1,1,1,21075868
2342,2,2,1,4,3,4,1,3,34481608
2343,4,4,2,7,2,2,2,4,15833508
2344,1,4,3,5,2,4,2,3,18555077
2345,2,1,4,4,2,1,3,3,19736335
2346,3,4,3,7,1,2,3,4,52865857
2347,3,1,3,3,4,4,3,3,20134042
2348,1,1,1,1,1,1,1,1,43047723
2349,2,1,2,1,3,1,4,2,89981047
2350,3,2,4,6,4,4,3,4,56816375
2351,1,3,2,6,4,1,4,3,86625457
2352,3,1,2,6,1,3,3,3,53967388
2353,1,2,1,1,2,4,2,2,72485745
2354,1,3,1,1,1,3,2,2,85648084
2355,4,2,2,7,3,1,4,4,57441856
2356,1,1,1,1,1,1,1,1,82358191
2357,4,2,4,3,1,1,4,3,39739786
2358,1,2,1,7,2,4,3,3,93296093
2359,2,1,4,1,2,2,4,3,93019856
2360,2,1,2,4,2,1,4,3,49899030
2361,2,4,1,7,4,4,3,4,29084639
2362,2,3,4,3,2,2,4,3,99366269
2363,2,1,1,8,4,2,4,4,56601763
2364,2,3,3,4,3,2,2,3,84091475
2365,1,4,4,4,4,3,2,4,25841606
2366,1,4,1,2,2,1,1,2,18223235
2367,2,2,4,4,2,3,2,3,3185472
2368,3,4,3,6,3,1,2,4,16094375
2369,4,2,2,8,2,3,4,4,10020853
2370,1,1,1,1,1,1,1,1,44983983
2371,2,1,1,3,4,4,1,3,40541469
2372,1,1,3,5,1,1,2,2,71835830
2373,1,1,3,4,1,1,2,2,44284143
2374,1,1,2,1,1,3,4,2,9666505
2375,1,1,1,1,1,1,1,1,19044784
2376,2,1,1,4,2,2,4,3,45569326
2377,4,4,1,4,2,1,4,3,83744896
2378,3,1,3,4,2,3,4,3,5381160
2379,2,3,2,6,4,1,1,3,25825147
2380,3,2,2,3,3,4,1,3,99439291
2381,1,1,1,1,1,1,1,1,3054085
2382,4,4,1,1,1,4,2,3,47902091
2383,1,3,1,6,2,2,2,3,10729385
2384,1,4,2,3,2,3,1,3,63183774
2385,1,1,1,7,3,3,3,3,70094245
2386,1,1,3,3,4,4,4,3,15358237
2387,2,2,3,4,1,4,4,3,9806791
2388,1,1,1,1,1,1,1,1,38001482
2389,4,1,4,4,1,2,1,3,4325202
2390,3,4,1,2,1,4,4,3,11082201
2391,2,3,3,7,1,2,2,3,54092406
2392,2,4,3,5,2,1,2,3,27355559
2393,1,1,1,1,1,1,1,1,31617948
2394,2,4,1,2,4,3,2,3,88566678
2395,1,2,3,4,2,3,3,3,39178255
2396,3,3,4,7,1,2,4,4,50830940
2397,1,1,1,1,1,1,1,1,59280625
2398,1,4,3,1,2,1,2,2,43952115
2399,4,4,4,5,4,4,4,5,34954838
2400,2,3,2,1,2,3,1,2,11207953
2401,1,1,1,1,1,1,1,1,57329826
2402,3,1,3,1,2,3,2,2,74098353
2403,4,3,4,4,4,1,2,4,13868676
2404,4,4,2,2,3,1,4,3,9680406
2405,1,3,3,4,2,2,1,3,41325513
2406,1,3,1,5,1,3,2,3,25275157
2407,1,1,3,7,2,4,2,3,66286990
2408,4,3,3,4,1,3,2,3,69236596
2409,4,4,4,7,4,4,4,5,11914606
2410,4,2,2,7,1,2,3,3,11566293
2411,1,2,3,7,2,4,2,3,30397491
2412,2,1,2,6,1,2,2,3,91096979
2413,2,4,1,6,3,3,2,3,56289495
2414,1,2,1,8,4,4,2,4,31910079
2415,1,2,1,1,4,3,3,2,51073553
2416,1,2,3,5,2,4,2,3,17059368
2417,1,1,1,1,1,1,1,1,22293467
2418,2,4,4,8,1,3,2,4,91859865
2419,1,2,4,5,2,3,3,3,54389449
2420,3,4,3,2,2,1,3,3,70397409
2421,4,4,4,7,4,4,4,5,4483658
2422,2,3,2,2,3,3,3,3,85367373
2423,4,2,1,2,3,3,4,3,96484755
2424,2,1,4,5,3,1,3,3,17986274
2425,3,1,2,6,4,1,1,3,2964790
2426,3,4,4,6,2,2,4,4,93518450
2427,1,1,1,1,1,1,1,1,11894796
2428,3,4,4,5,1,1,2,3,38398010
2429,4,4,2,6,3,1,1,3,53713541
2430,1,2,4,8,3,1,1,3,5304642
2431,4,3,1,8,2,1,1,3,68725930
2432,4,4,4,8,4,4,4,5,57201667
2433,4,4,4,5,4,4,4,5,28813465
2434,2,4,1,1,3,2,4,3,95539563
2435,2,4,1,5,3,1,3,3,30913515
2436,1,1,1,1,1,1,1,1,79469162
2437,3,2,3,5,3,3,2,3,90693921
2438,1,1,2,4,3,4,3,3,83617695
2439,3,2,1,3,4,2,1,3,82330370
2440,4,4,1,2,1,2,2,3,66301611
2441,2,2,3,6,2,4,4,4,81674499
2442,1,3,4,8,2,2,3,4,66549566
2443,3,3,1,3,3,2,4,3,26533864
2444,3,2,4,6,1,4,3,4,30214180
2445,1,1,4,7,4,2,2,3,68317609
2446,3,1,1,7,1,1,2,3,55129090
2447,3,4,3,1,3,3,3,3,79047754
2448,1,2,4,4,2,1,3,3,84569539
2449,4,4,4,8,4,4,4,5,93382913
2450,2,1,2,7,2,3,3,3,29160170
2451,2,2,3,4,3,4,1,3,81159702
2452,4,4,4,6,4,4,4,5,61604110
2453,1,1,1,1,1,1,1,1,65762178
2454,2,4,4,2,1,3,1,3,39368286
2455,3,1,1,3,2,3,1,2,47400498
2456,2,1,1,7,3,1,2,3,95096724
2457,4,1,4,6,4,3,1,4,30694686
2458,3,3,2,5,4,4,1,4,95402789
2459,1,1,1,1,1,1,1,1,75402310
2460,2,1,1,2,3,4,1,2,27079420
2461,2,2,2,5,3,3,1,3,93715288
2462,2,2,4,7,1,1,1,3,22282828
2463,1,1,1,1,1,1,1,1,19791965
2464,4,4,4,5,1,4,3,4,6534987
2465,3,3,1,6,3,3,3,4,52043907
2466,2,4,3,3,4,3,1,3,44204714
2467,1,4,2,1,3,2,1,2,18085614
2468,3,4,3,6,3,3,1,4,92147174
2469,4,1,4,5,4,4,2,4,42362090
2470,4,3,4,1,2,1,3,3,79776197
2471,3,1,3,7,4,3,1,4,69143331
2472,1,3,3,8,1,3,1,3,46265831
2473,1,1,1,1,1,1,1,1,13793548
2474,1,4,3,5,3,4,3,4,57436491
2475,1,3,3,6,4,2,4,4,33960403
2476,2,4,1,4,1,4,2,3,2059981
2477,3,3,4,1,2,4,3,3,83031666
2478,1,1,1,1,1,1,1,1,73315242
2479,4,4,4,6,4,4,4,5,70985549
2480,4,2,4,5,1,3,2,3,16143481
2481,3,1,1,1,3,1,1,2,97439632
2482,3,4,2,7,3,4,1,4,22774381
2483,2,1,4,8,2,3,2,4,28671071
2484,2,4,3,6,4,4,2,4,90275151
2485,4,4,4,8,4,4,4,5,73171206
2486,3,3,1,6,4,3,2,4,42375036
2487,4,1,1,2,1,2,4,2,97642130
2488,1,3,2,7,4,3,4,4,89448446
2489,1,1,1,1,1,1,1,1,77692147
2490,4,1,2,7,2,2,1,3,72796564
2491,3,2,4,5,3,3,3,4,77250997
2492,4,4,3,1,1,4,1,3,88513938
2493,4,1,3,7,4,3,3,4,18191420
2494,3,1,3,8,1,2,3,3,54146787
2495,3,4,2,1,1,3,2,3,38234231
2496,1,1,3,1,2,3,1,2,51116778
2497,2,2,2,1,3,2,3,2,81302761
2498,2,1,4,7,4,2,3,4,46248842
2499,1,1,1,1,1,1,1,1,82793148
2500,1,1,1,2,4,1,2,2,12476784
2501,2,2,2,6,2,2,3,3,82178348
2502,3,1,2,8,2,2,1,3,75105020
2503,4,4,4,7,4,4,4,5,84415065
2504,1,1,1,1,1,1,1,1,63363155
2505,4,4,4,8,4,4,4,5,81414943
2506,1,2,4,8,1,4,4,4,6549193
2507,1,2,2,1,4,4,1,2,74877599
2508,4,3,3,3,4,1,4,4,31339955
2509,1,1,1,1,1,1,1,1,87430328
2510,3,4,2,7,1,1,4,4,85972465
2511,4,4,4,7,4,4,4,5,87954499
2512,1,2,4,8,2,4,3,4,42822033
2513,2,1,4,1,2,3,3,3,42163191
2514,3,4,1,1,2,2,2,2,77529936
2515,1,1,2,4,3,2,1,2,96843563
2516,1,1,2,6,4,1,4,3,96601087
2517,2,3,3,1,3,2,2,3,27327491
2518,4,4,4,8,4,4,4,5,53200968
2519,4,2,1,7,2,4,4,4,70343255
2520,4,4,1,2,4,4,4,4,72565999
2521,4,4,3,1,4,2,3,3,94632469
2522,1,2,1,8,4,1,3,3,88441700
2523,1,1,1,4,2,3,1,2,54614342
2524,3,2,4,4,1,1,1,3,5738558
2525,2,1,1,7,3,4,3,3,17559852
2526,4,3,2,1,3,2,2,3,2952130
2527,4,2,3,8,2,1,3,4,52351753
2528,1,1,1,1,1,1,1,1,43899632
2529,4,2,4,4,2,2,4,4,45100575
2530,4,4,4,8,4,4,4,5,13875349
2531,1,3,1,6,3,3,2,3,41398145
2532,2,3,4,2,2,4,3,3,29434340
2533,2,3,3,3,4,3,3,3,50849352
2534,2,3,3,8,4,3,4,5,97694756
2535,2,2,1,2,3,1,3,2,58443907
2536,2,3,3,2,2,2,2,3,89369154
2537,1,1,1,1,1,1,1,1,69909150
2538,2,3,4,4,3,3,1,3,56002078
2539,1,4,4,4,1,4,3,3,98695006
2540,1,1,1,1,1,1,1,1,32704126
2541,4,4,4,5,4,4,4,5,90016687
2542,3,3,4,8,4,2,3,5,70622269
2543,2,4,4,6,4,3,1,4,57236864
2544,4,1,2,6,4,2,1,3,76095215
2545,3,1,2,2,2,3,3,3,16190770
2546,4,1,1,8,4,4,4,4,10901531
2547,3,1,1,8,2,4,1,3,74554280
2548,1,1,1,1,1,1,1,1,70159590
2549,4,4,4,6,4,4,4,5,43671797
2550,2,2,4,6,2,4,4,4,75360288
2551,2,3,1,5,3,2,2,3,39385139
2552,1,3,3,8,1,3,4,4,70477534
2553,4,4,4,8,4,4,4,5,29807594
2554,1,2,4,7,4,4,1,4,79753269
2555,1,1,2,2,3,3,2,2,40025029
2556,4,3,3,5,4,1,4,4,81865071
2557,4,4,3,3,3,3,3,4,49183970
2558,4,1,4,3,4,2,1,3,92038648
2559,1,1,1,1,1,1,1,1,24966726
2560,3,1,1,1,3,4,4,3,70818823
2561,4,1,1,6,3,3,2,3,33313209
2562,2,1,1,2,1,4,4,2,76658466
2563,4,4,4,8,4,4,4,5,28008826
2564,3,4,2,6,3,2,2,4,35572654
2565,1,3,2,1,3,2,3,2,58990235
2566,4,4,4,6,4,4,4,5,44316312
2567,1,2,4,2,1,3,2,2,27200286
2568,4,2,2,5,2,2,1,3,23150369
2569,3,4,1,4,4,3,4,4,64279528
2570,1,1,1,1,1,1,1,1,44113143
2571,2,1,1,2,1,3,4,2,40692421
2572,4,1,3,2,1,4,1,3,47695991
2573,3,1,3,4,1,1,2,2,89037971
2574,1,1,1,1,1,1,1,1,26667656
2575,1,1,1,1,1,1,1,1,12020991
2576,4,1,2,4,2,4,1,3,54688434
2577,1,4,2,7,4,4,2,4,43236358
2578,4,4,4,5,4,4,4,5,69407914
2579,1,1,4,8,2,3,3,4,3545012
2580,3,1,4,6,2,1,3,3,89293742
2581,2,1,1,5,2,1,3,2,75648024
2582,3,3,3,4,1,4,1,3,22209672
2583,2,1,4,4,4,3,2,3,32094082
2584,2,1,1,5,1,3,3,3,88082804
2585,4,1,2,3,3,4,4,3,75712678
2586,2,4,2,6,3,1,4,4,73129578
2587,4,4,4,5,4,4,4,5,47735943
2588,4,3,1,8,1,3,4,4,74800745
2589,4,2,4,6,3,2,2,4,93888936
2590,3,4,2,3,3,2,1,3,3518380
2591,3,4,2,2,2,1,1,2,25126320
2592,4,1,3,3,3,3,3,3,86387167
2593,1,2,4,5,4,3,4,4,10794289
2594,3,1,4,7,4,4,4,5,35282906
2595,4,2,3,5,2,1,2,3,69839136
2596,2,2,3,2,1,3,2,2,22988359
2597,2,4,3,2,4,1,3,3,1945736
2598,4,1,3,3,2,4,3,3,40234781
2599,1,1,1,1,1,1,1,1,86405499
2600,1,4,2,6,1,4,4,4,4414136
2601,1,1,1,1,1,1,1,1,37997626
2602,1,4,3,8,2,4,2,4,22787136
2603,1,4,1,1,2,1,4,2,45324653
2604,4,4,3,3,2,4,4,4,50550911
2605,4,4,4,7,4,1,3,5,30812667
2606,1,4,2,7,1,4,1,3,61142729
2607,3,4,2,4,1,1,4,3,33877515
2608,4,3,2,8,2,4,2,4,79423885
2609,1,4,2,8,1,4,1,3,61308100
2610,3,1,1,5,4,3,4,3,22901985
2611,3,2,2,3,1,3,4,3,39734358
2612,4,3,3,1,1,4,4,3,43732817
2613,3,3,1,8,4,1,2,4,82145523
2614,3,4,2,5,4,4,1,4,38237701
2615,4,4,4,7,3,4,4,5,2082576
2616,3,2,2,6,2,4,2,3,86201177
2617,3,3,3,2,1,2,3,3,29974884
2618,2,1,2,1,4,1,4,2,41304500
2619,2,2,4,2,3,3,3,3,94458399
2620,1,3,1,8,3,3,1,3,48037369
2621,2,1,3,6,1,1,2,3,87916682
2622,4,3,1,3,2,4,2,3,31103678
2623,1,2,1,2,1,4,4,2,4539162
2624,1,1,1,1,1,1,1,1,79366629
2625,4,4,3,8,1,4,1,4,25102780
2626,3,4,4,5,4,1,3,4,63449562
2627,1,1,1,1,1,1,1,1,60977605
2628,2,1,3,1,4,3,4,3,68810515
2629,4,3,2,4,2,4,4,4,65476937
2630,2,3,2,7,2,3,2,3,45860847
2631,4,3,3,6,3,2,4,4,81368804
2632,1,3,3,4,2,4,4,3,60316272
2633,4,3,1,4,4,3,2,3,47917699
2634,1,1,1,1,1,1,1,1,90161786
2635,3,2,4,2,2,4,4,3,73360103
2636,4,1,1,7,4,2,2,3,68736863
2637,1,3,1,7,4,3,1,3,93153059
2638,3,4,2,7,4,2,2,4,94111658
2639,1,4,4,4,1,2,3,3,36088362
2640,3,1,1,2,3,3,4,3,35717472
2641,3,2,3,3,2,4,2,3,21675479
2642,1,1,1,1,1,1,1,1,11440984
2643,3,1,2,8,1,1,3,3,31311018
2644,1,3,3,5,3,3,3,3,2180673
2645,1,1,2,1,3,3,1,2,36671406
2646,2,3,4,4,3,3,2,3,86497201
2647,3,3,3,5,3,2,2,3,10247363
2648,2,4,2,2,4,3,3,3,62996629
2649,3,3,2,8,2,2,4,4,17966990
2650,1,4,4,3,4,2,3,3,86184844
2651,2,1,2,3,4,1,1,2,34496736
2652,1,1,1,1,1,1,1,1,96120367
2653,4,4,2,7,1,2,2,4,98848155
2654,2,4,3,6,1,1,2,3,91820668
2655,1,1,1,1,1,1,1,1,71345215
2656,1,1,1,1,1,1,1,1,4860507
2657,1,1,1,1,1,1,1,1,95204096
2658,1,4,3,7,3,2,1,3,88390772
2659,2,1,3,7,2,4,3,4,93973496
2660,4,4,4,7,3,4,3,5,36615556
2661,2,2,1,4,3,2,1,2,97633250
2662,2,3,4,2,3,4,2,3,10420165
2663,4,3,3,5,4,4,2,4,20535405
2664,2,2,4,6,2,1,1,3,38328823
2665,1,4,4,8,2,1,2,4,51187313
2666,1,2,2,2,2,2,3,2,46192080
2667,4,3,2,5,3,3,4,4,20879629
2668,1,1,4,7,3,4,1,3,98439166
2669,3,1,3,6,3,3,3,4,4808387
2670,4,4,4,5,4,4,4,5,52695962
2671,1,3,1,6,2,3,1,3,22582239
2672,1,1,1,1,1,1,1,1,94824990
2673,1,2,4,8,3,3,2,4,92207631
2674,2,4,2,6,3,3,2,4,10688144
2675,1,1,1,1,1,1,1,1,76364286
2676,3,1,3,1,4,3,3,3,75556326
2677,1,1,1,1,1,1,1,1,5506439
2678,1,3,2,8,2,2,2,3,66283074
2679,3,4,4,6,1,3,4,4,78253531
2680,4,4,4,8,4,4,4,5,25023781
2681,1,2,1,1,2,3,1,2,90685490
2682,1,2,2,3,3,3,1,2,84364885
2683,4,4,4,4,3,3,2,4,51348569
2684,3,1,3,5,4,4,1,3,59912762
2685,4,1,3,7,3,1,3,4,71799498
2686,1,1,3,4,3,3,4,3,67915765
2687,3,3,1,5,3,2,4,3,66351121
2688,1,4,4,7,4,2,4,4,97399032
2689,1,1,1,1,1,1,1,1,80471510
2690,1,1,4,2,1,4,4,3,54384652
2691,1,4,1,3,2,2,4,3,18988029
2692,1,3,3,4,2,3,1,3,71848055
2693,3,1,2,4,1,1,2,2,86737984
2694,1,1,1,6,1,1,1,2,58303879
2695,3,4,3,1,2,4,3,3,55808829
2696,3,3,1,7,4,1,2,3,31246388
2697,1,1,1,1,1,1,1,1,62859799
2698,1,1,1,1,1,1,1,1,55854715
2699,1,1,1,1,1,1,1,1,81747989
2700,1,1,1,1,1,1,1,1,48507996
2701,3,4,2,8,3,2,1,4,84947106
2702,1,1,1,1,1,1,1,1,29727661
2703,2,3,3,8,3,2,3,4,86120737
2704,1,2,3,4,4,3,3,3,36930212
2705,3,4,4,6,3,4,1,4,40184796
2706,3,4,2,7,4,3,2,4,29213195
2707,4,1,2,6,3,2,1,3,69765404
2708,2,4,2,3,2,2,2,3,93710921
2709,1,3,1,8,4,2,2,3,49807821
2710,4,2,4,7,3,3,4,5,92955020
2711,3,4,1,1,1,4,3,3,17524547
2712,1,1,1,1,1,1,1,1,12007776
2713,3,4,1,2,4,2,1,3,21169167
2714,1,1,1,1,1,1,1,1,99363931
2715,1,1,1,1,1,1,1,1,2966462
2716,2,2,2,1,2,2,3,2,65592326
2717,1,4,4,2,2,1,4,3,82568945
2718,1,3,2,7,4,1,3,3,35581745
2719,2,4,4,3,2,1,1,3,37734018
2720,1,1,1,1,1,1,1,1,67008357
2721,4,4,4,7,4,4,4,5,18797423
2722,2,4,2,1,1,3,3,3,31276996
2723,3,2,4,6,2,2,3,4,49393984
2724,3,4,2,3,1,3,4,3,2214372
2725,1,2,2,5,2,4,3,3,36898980
2726,2,4,2,5,4,3,1,3,54226384
2727,4,2,3,7,2,2,2,4,19729788
2728,1,1,1,1,1,1,1,1,4372952
2729,4,4,3,8,1,4,3,5,19268617
2730,4,4,1,1,4,4,3,3,59177361
2731,4,1,4,1,2,2,2,3,21867871
2732,1,1,1,1,1,1,1,1,40768720
2733,1,1,1,1,1,1,1,1,32362137
2734,4,4,2,6,2,1,1,3,85677999
2735,4,4,4,6,4,4,4,5,12374559
2736,1,1,1,1,1,1,1,1,11664904
2737,4,1,2,4,2,3,2,3,54792002
2738,2,2,1,6,1,1,3,3,68644954
2739,1,4,1,6,3,4,2,3,75154876
2740,3,3,1,6,3,2,2,3,23935386
2741,3,2,2,3,1,2,4,3,55111643
2742,3,2,2,5,2,1,1,3,93517485
2743,3,1,4,2,2,3,4,3,61270809
2744,4,4,1,4,4,3,2,4,32833766
2745,3,3,4,5,3,3,3,4,63744622
2746,4,3,2,3,3,3,3,3,89558973
2747,1,1,1,1,1,1,1,1,25552573
2748,2,4,1,7,3,3,4,4,77838009
2749,1,1,1,1,1,1,1,1,52772570
2750,1,3,3,7,4,4,2,4,71895601
2751,4,4,3,1,3,1,4,3,26447834
2752,4,4,4,6,4,4,4,5,44958655
2753,4,4,4,8,4,4,4,5,19913939
2754,1,1,4,4,1,1,2,2,54158264
2755,4,4,4,8,4,4,4,5,29247421
2756,3,3,2,6,2,1,2,3,88893902
2757,2,1,4,8,1,2,2,3,59858243
2758,1,3,4,7,3,4,4,4,83266860
2759,4,2,2,8,1,2,2,3,38916678
2760,1,3,2,6,4,3,1,3,72258641
2761,3,2,3,7,4,1,1,3,70506046
2762,2,3,3,8,3,3,1,4,36922731
2763,1,4,2,8,4,3,3,4,25817952
2764,3,1,4,7,1,2,1,3,26078636
2765,2,3,4,4,3,4,2,4,18252878
2766,4,3,3,1,1,2,3,3,90091341
2767,4,4,4,5,4,4,4,5,83052822
2768,3,4,4,8,3,4,3,5,50836974
2769,1,1,1,1,1,1,1,1,97338846
2770,1,3,4,6,1,4,2,3,38123611
2771,1,4,1,3,1,4,1,2,6658665
2772,1,1,1,1,1,1,1,1,71113916
2773,3,4,3,1,2,4,2,3,81038198
2774,2,1,3,7,4,4,3,4,95636305
2775,1,4,2,4,4,2,2,3,36663510
2776,4,4,4,7,4,4,4,5,19896582
2777,3,2,4,3,1,4,3,3,38256849
2778,1,1,1,1,1,1,1,1,64702006
2779,4,1,3,6,3,4,4,4,70490443
2780,1,3,3,4,3,3,2,3,26266045
2781,1,3,1,5,3,4,1,3,46995697
2782,1,2,2,1,4,1,2,2,71502449
2783,4,3,3,4,1,1,2,3,84208277
2784,1,2,4,3,4,2,3,3,72513873
2785,1,4,2,5,2,1,4,3,9797834
2786,1,1,1,1,1,1,1,1,13075680
2787,2,4,1,2,2,2,4,3,67828927
2788,4,2,2,4,3,3,3,3,85174915
2789,4,4,4,7,4,4,4,5,81567911
2790,1,1,1,1,1,1,1,1,22958453
2791,1,4,3,7,4,1,4,4,10657799
2792,2,1,3,8,3,3,1,3,80127456
2793,3,2,1,3,2,3,1,2,70736542
2794,2,2,2,2,1,4,2,2,6534961
2795,3,1,1,5,4,4,1,3,79750990
2796,1,3,2,7,1,2,3,3,20497789
2797,1,2,1,3,3,3,4,3,68575454
2798,1,3,4,8,1,1,4,4,92029567
2799,1,1,1,1,1,1,1,1,13030463
2800,3,4,3,2,3,2,1,3,20884101
2801,4,4,4,6,4,4,4,5,63160631
2802,2,2,3,4,2,2,4,3,83186717
2803,2,2,4,1,2,2,3,3,58790704
2804,2,4,4,8,3,1,4,4,24725173
2805,4,4,4,5,4,4,4,5,38289494
2806,3,3,3,7,1,4,4,4,95632465
2807,1,1,1,1,1,1,1,1,54214162
2808,2,4,1,4,2,1,4,3,29745377
2809,4,3,4,7,2,2,4,4,55927637
2810,1,1,4,2,1,4,3,3,65858769
2811,3,2,4,7,1,1,2,3,41205282
2812,2,1,4,8,2,1,4,4,68293907
2813,1,3,1,1,1,4,2,2,11425372
2814,4,2,2,2,1,3,1,2,99490216
2815,4,2,4,7,2,1,1,3,65680544
2816,4,1,2,1,2,3,1,2,54508892
2817,4,2,1,1,4,2,1,2,55596279
2818,1,1,1,1,1,1,1,1,48486191
2819,1,1,1,1,1,1,1,1,35035866
2820,4,1,2,8,3,4,1,4,14577538
2821,4,3,1,8,1,1,3,3,98513796
2822,4,3,4,4,4,3,3,4,20009932
2823,4,4,4,1,4,4,3,4,9498999
2824,4,4,4,7,4,4,4,5,70091181
2825,3,4,1,7,1,1,1,3,22335760
2826,1,4,1,1,3,1,3,2,26681569
2827,4,3,1,1,1,2,1,2,13244496
2828,4,2,1,5,4,2,4,4,32233586
2829,1,1,1,6,1,3,1,2,64528402
2830,1,1,1,1,1,1,1,1,59011580
2831,4,1,3,4,2,3,4,3,5628212
2832,1,1,1,1,1,1,1,1,56499507
2833,4,4,4,7,4,4,4,5,35851150
2834,2,4,2,1,2,3,1,2,67333588
2835,4,4,4,8,4,4,4,5,69911517
2836,3,2,1,4,3,3,2,3,97646652
2837,4,4,1,5,2,3,2,3,80749503
2838,4,4,4,8,4,4,4,5,10830126
2839,3,3,4,3,3,4,2,4,44131689
2840,4,4,4,5,4,4,4,5,36539370
2841,2,1,2,2,2,3,3,2,23337361
2842,4,4,4,8,3,3,1,5,97848892
2843,1,2,2,3,1,1,4,2,88143577
2844,2,3,1,8,3,3,2,4,3391276
2845,4,2,1,6,4,3,2,4,22921405
2846,1,1,2,7,2,1,3,3,43702445
2847,4,4,2,6,4,3,1,4,72512971
2848,1,4,2,6,1,1,1,3,62360246
2849,1,1,1,2,1,3,3,2,35190794
2850,3,4,4,4,1,1,4,3,6857007
2851,4,3,4,3,4,4,3,4,77574558
2852,2,3,3,5,4,1,1,3,69558495
2853,1,2,3,6,1,2,2,3,57527968
2854,4,1,1,5,3,2,3,3,68987568
2855,2,3,1,4,2,2,3,3,5417383
2856,2,4,3,6,2,1,4,4,38547818
2857,1,1,1,1,1,1,1,1,54990858
2858,2,3,4,4,3,4,3,4,54680343
2859,4,4,4,7,4,4,4,5,51457755
2860,1,4,4,7,1,2,1,3,99883149
2861,1,4,4,6,3,4,2,4,84158953
2862,2,1,1,3,3,3,1,2,31210040
2863,4,4,4,3,4,1,4,4,34237677
2864,1,1,1,1,1,1,1,1,79506196
2865,3,1,3,1,3,2,3,3,67432320
2866,2,1,4,8,4,2,2,4,93823727
2867,3,1,2,6,3,3,1,3,13797676
2868,1,3,4,3,3,1,1,3,36604848
